locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHKFPPHE_01894	CDS	780	ttrB		COG0437	Tetrathionate reductase subunit B
AHKFPPHE_01895	CDS	1857				hypothetical protein
AHKFPPHE_01896	CDS	459				hypothetical protein
AHKFPPHE_01897	CDS	117				hypothetical protein
AHKFPPHE_01898	CDS	1683				hypothetical protein
AHKFPPHE_01899	CDS	3132				hypothetical protein
AHKFPPHE_01900	CDS	348				hypothetical protein
AHKFPPHE_01901	CDS	636	mak	2.7.1.4	COG1940	Fructokinase
AHKFPPHE_01902	CDS	126				hypothetical protein
AHKFPPHE_01903	CDS	1995				hypothetical protein
AHKFPPHE_01904	CDS	1521			COG2200	putative signaling protein
AHKFPPHE_01905	CDS	345				hypothetical protein
AHKFPPHE_01906	CDS	189				hypothetical protein
AHKFPPHE_01907	CDS	1290				hypothetical protein
AHKFPPHE_01908	CDS	633				hypothetical protein
AHKFPPHE_01909	CDS	225				hypothetical protein
AHKFPPHE_01910	CDS	291				hypothetical protein
AHKFPPHE_01911	CDS	549				hypothetical protein
AHKFPPHE_01912	CDS	222				hypothetical protein
AHKFPPHE_01913	CDS	2559				hypothetical protein
AHKFPPHE_01914	CDS	330				hypothetical protein
AHKFPPHE_01915	CDS	480				hypothetical protein
AHKFPPHE_01916	CDS	3372				hypothetical protein
AHKFPPHE_01917	CDS	396				hypothetical protein
AHKFPPHE_01918	CDS	3135	smc_2			Chromosome partition protein Smc
AHKFPPHE_01919	CDS	138				hypothetical protein
AHKFPPHE_01920	CDS	756				hypothetical protein
AHKFPPHE_01921	CDS	456				hypothetical protein
AHKFPPHE_01922	CDS	558				hypothetical protein
AHKFPPHE_01923	CDS	552				hypothetical protein
AHKFPPHE_01924	CDS	534				hypothetical protein
AHKFPPHE_01925	CDS	210				hypothetical protein
AHKFPPHE_01926	CDS	1287				hypothetical protein
AHKFPPHE_01927	CDS	933				hypothetical protein
AHKFPPHE_01928	CDS	1263				hypothetical protein
AHKFPPHE_01929	CDS	195				hypothetical protein
AHKFPPHE_01930	CDS	1689				hypothetical protein
AHKFPPHE_01931	CDS	462				hypothetical protein
AHKFPPHE_01932	CDS	219				hypothetical protein
AHKFPPHE_01933	CDS	393				hypothetical protein
AHKFPPHE_01934	CDS	222				hypothetical protein
AHKFPPHE_01935	CDS	279				hypothetical protein
AHKFPPHE_01936	CDS	432				hypothetical protein
AHKFPPHE_01937	CDS	333				hypothetical protein
AHKFPPHE_01938	CDS	363				hypothetical protein
AHKFPPHE_01939	CDS	954				hypothetical protein
AHKFPPHE_01940	CDS	387				hypothetical protein
AHKFPPHE_01941	CDS	321				hypothetical protein
AHKFPPHE_01942	CDS	342				hypothetical protein
AHKFPPHE_01943	CDS	333				hypothetical protein
AHKFPPHE_01944	CDS	348				hypothetical protein
AHKFPPHE_01945	CDS	324				hypothetical protein
AHKFPPHE_01946	CDS	804	echA8_2	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
AHKFPPHE_01947	CDS	1059	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
AHKFPPHE_01948	CDS	2760	nrdA	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 1 subunit alpha
AHKFPPHE_01949	CDS	1506	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
AHKFPPHE_01950	CDS	1833	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
AHKFPPHE_01951	CDS	1365	glmU_2		COG1207	Bifunctional protein GlmU
AHKFPPHE_01952	CDS	423	atpC		COG0355	ATP synthase epsilon chain
AHKFPPHE_01953	CDS	1395	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
AHKFPPHE_01954	CDS	861	atpG		COG0224	ATP synthase gamma chain
AHKFPPHE_01955	CDS	1545	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
AHKFPPHE_01956	CDS	537	atpH		COG0712	ATP synthase subunit delta
AHKFPPHE_01957	CDS	471	atpF		COG0711	ATP synthase subunit b
AHKFPPHE_01958	CDS	228	atpE		COG0636	ATP synthase subunit c
AHKFPPHE_01959	CDS	855	atpB		COG0356	ATP synthase subunit a
AHKFPPHE_01960	CDS	381				hypothetical protein
AHKFPPHE_01961	CDS	876	parB_1		COG1475	putative chromosome-partitioning protein ParB
AHKFPPHE_01962	CDS	795	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AHKFPPHE_01963	CDS	648	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
AHKFPPHE_01964	CDS	1887	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
AHKFPPHE_01965	CDS	1296	lplT			Lysophospholipid transporter LplT
AHKFPPHE_01966	CDS	3147	bepE_4			Efflux pump membrane transporter BepE
AHKFPPHE_01967	CDS	1095	mdtA_4			Multidrug resistance protein MdtA
AHKFPPHE_01968	CDS	585				hypothetical protein
AHKFPPHE_01969	CDS	1821	dmdC_4	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
AHKFPPHE_01970	CDS	2193	cirA_2		COG4771	Colicin I receptor
AHKFPPHE_01971	CDS	660				hypothetical protein
AHKFPPHE_01972	CDS	1371	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
AHKFPPHE_01973	CDS	1704	yidC			Membrane protein insertase YidC
AHKFPPHE_01974	CDS	423	rnpA	3.1.26.5		Ribonuclease P protein component
AHKFPPHE_01975	CDS	1470	dnaA		COG0593	Chromosomal replication initiator protein DnaA
AHKFPPHE_01976	CDS	1104	dnaN		COG0592	Beta sliding clamp
AHKFPPHE_01977	CDS	1272			COG0661	putative protein
AHKFPPHE_01978	CDS	1128	recF		COG1195	DNA replication and repair protein RecF
AHKFPPHE_01979	CDS	2415	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
AHKFPPHE_01980	CDS	768				hypothetical protein
AHKFPPHE_01981	CDS	1794	atm1		COG5265	ATM1-type heavy metal exporter
AHKFPPHE_01982	CDS	2277	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
AHKFPPHE_01983	CDS	3726	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
AHKFPPHE_01984	CDS	3594	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
AHKFPPHE_01985	CDS	222				hypothetical protein
AHKFPPHE_01986	CDS	474				hypothetical protein
AHKFPPHE_01987	CDS	1707	fan1	3.1.4.1		Fanconi-associated nuclease 1 
AHKFPPHE_01988	CDS	2256				hypothetical protein
AHKFPPHE_01989	CDS	471				hypothetical protein
AHKFPPHE_01990	CDS	999				hypothetical protein
AHKFPPHE_01991	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
AHKFPPHE_01992	CDS	1122	yhhJ		COG0842	Inner membrane transport permease YhhJ
AHKFPPHE_01993	CDS	372				hypothetical protein
AHKFPPHE_01994	CDS	423	blc		COG3040	Outer membrane lipoprotein Blc
AHKFPPHE_01995	CDS	981				hypothetical protein
AHKFPPHE_01996	CDS	318				hypothetical protein
AHKFPPHE_01997	CDS	300				hypothetical protein
AHKFPPHE_01998	CDS	612				hypothetical protein
AHKFPPHE_01999	CDS	1500				hypothetical protein
AHKFPPHE_02000	CDS	321				hypothetical protein
AHKFPPHE_02001	tRNA	77				tRNA-Pro(cgg)
AHKFPPHE_02002	CDS	2082	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
AHKFPPHE_02003	CDS	1023	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
AHKFPPHE_02004	CDS	1404	trkA		COG0569	Trk system potassium uptake protein TrkA
AHKFPPHE_02005	CDS	1302	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
AHKFPPHE_02006	CDS	936	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
AHKFPPHE_02007	CDS	504	def	3.5.1.88	COG0242	Peptide deformylase
AHKFPPHE_02008	CDS	1017				hypothetical protein
AHKFPPHE_02009	CDS	1194				hypothetical protein
AHKFPPHE_02010	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
AHKFPPHE_02011	CDS	930	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
AHKFPPHE_02012	CDS	828	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
AHKFPPHE_02013	CDS	456	hspA		COG0071	Spore protein SP21
AHKFPPHE_02014	CDS	447	yrdA_1		COG0663	Protein YrdA
AHKFPPHE_02015	CDS	2046	prlC	3.4.24.70	COG0339	Oligopeptidase A
AHKFPPHE_02016	CDS	258				hypothetical protein
AHKFPPHE_02017	CDS	1323				hypothetical protein
AHKFPPHE_02018	CDS	231				hypothetical protein
AHKFPPHE_02019	CDS	1800				hypothetical protein
AHKFPPHE_02020	CDS	387				hypothetical protein
AHKFPPHE_02021	CDS	645				hypothetical protein
AHKFPPHE_02022	CDS	1344	dinF		COG0534	DNA damage-inducible protein F
AHKFPPHE_02023	CDS	1125				hypothetical protein
AHKFPPHE_02024	CDS	1584	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
AHKFPPHE_02025	CDS	600	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
AHKFPPHE_02026	CDS	888	ctaE_2	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
AHKFPPHE_02027	CDS	204				hypothetical protein
AHKFPPHE_02028	CDS	696				hypothetical protein
AHKFPPHE_02029	CDS	642				hypothetical protein
AHKFPPHE_02030	CDS	1140	ctaA	1.3.-.-		Heme A synthase
AHKFPPHE_02031	CDS	921	ctaB	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
AHKFPPHE_02032	CDS	666				hypothetical protein
AHKFPPHE_02033	CDS	1203				hypothetical protein
AHKFPPHE_02034	CDS	141				hypothetical protein
AHKFPPHE_02035	CDS	993	xerC_2			Tyrosine recombinase XerC
AHKFPPHE_02036	CDS	465				hypothetical protein
AHKFPPHE_02037	CDS	492				hypothetical protein
AHKFPPHE_02038	CDS	873	tus			DNA replication terminus site-binding protein
AHKFPPHE_02039	CDS	1032	smc_3			Chromosome partition protein Smc
AHKFPPHE_02040	CDS	1473	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
AHKFPPHE_02041	CDS	1041				hypothetical protein
AHKFPPHE_02042	CDS	1425				hypothetical protein
AHKFPPHE_02043	CDS	3735				hypothetical protein
AHKFPPHE_02044	CDS	549				hypothetical protein
AHKFPPHE_02045	CDS	297				hypothetical protein
AHKFPPHE_02046	CDS	597				hypothetical protein
AHKFPPHE_02047	CDS	618				hypothetical protein
AHKFPPHE_02048	CDS	717				hypothetical protein
AHKFPPHE_02049	CDS	1368				hypothetical protein
AHKFPPHE_02050	CDS	465				hypothetical protein
AHKFPPHE_02051	CDS	318				hypothetical protein
AHKFPPHE_02052	CDS	978				hypothetical protein
AHKFPPHE_02053	CDS	603				hypothetical protein
AHKFPPHE_02054	CDS	303				hypothetical protein
AHKFPPHE_02055	CDS	1071				hypothetical protein
AHKFPPHE_02056	CDS	240				hypothetical protein
AHKFPPHE_02057	CDS	450				hypothetical protein
AHKFPPHE_02058	CDS	681				hypothetical protein
AHKFPPHE_02059	CDS	387				hypothetical protein
AHKFPPHE_02060	CDS	453				hypothetical protein
AHKFPPHE_02061	CDS	525				hypothetical protein
AHKFPPHE_02062	CDS	564				hypothetical protein
AHKFPPHE_02063	CDS	480				hypothetical protein
AHKFPPHE_02064	CDS	297				hypothetical protein
AHKFPPHE_02065	CDS	663				hypothetical protein
AHKFPPHE_02066	CDS	960				hypothetical protein
AHKFPPHE_02067	CDS	894				hypothetical protein
AHKFPPHE_02068	CDS	249				hypothetical protein
AHKFPPHE_02069	CDS	738				putative protein
AHKFPPHE_02070	CDS	270				hypothetical protein
AHKFPPHE_02071	CDS	354				hypothetical protein
AHKFPPHE_02072	CDS	147				hypothetical protein
AHKFPPHE_02073	CDS	1545				IS66 family transposase ISSal1
AHKFPPHE_02074	CDS	336				hypothetical protein
AHKFPPHE_02075	CDS	375				hypothetical protein
AHKFPPHE_02076	CDS	498				hypothetical protein
AHKFPPHE_02077	CDS	165				hypothetical protein
AHKFPPHE_02078	CDS	522	lspA_2	3.4.23.36	COG0597	Lipoprotein signal peptidase
AHKFPPHE_02079	CDS	1440	lnt_1	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
AHKFPPHE_02080	CDS	759				hypothetical protein
AHKFPPHE_02081	CDS	1362				IS1182 family transposase ISThsp16
AHKFPPHE_02082	CDS	837	zitB_3			Zinc transporter ZitB
AHKFPPHE_02083	CDS	435	cueR_1		COG0789	HTH-type transcriptional regulator CueR
AHKFPPHE_02084	CDS	663				hypothetical protein
AHKFPPHE_02085	CDS	159				hypothetical protein
AHKFPPHE_02086	CDS	1317				IS1380 family transposase ISMrsp6
AHKFPPHE_02087	CDS	579				hypothetical protein
AHKFPPHE_02088	CDS	207				hypothetical protein
AHKFPPHE_02089	CDS	201				hypothetical protein
AHKFPPHE_02090	CDS	813				hypothetical protein
AHKFPPHE_02091	CDS	579				hypothetical protein
AHKFPPHE_02092	CDS	2142				hypothetical protein
AHKFPPHE_02093	CDS	801				hypothetical protein
AHKFPPHE_02094	CDS	1116				hypothetical protein
	repeat_region	766				
AHKFPPHE_02095	CDS	909				hypothetical protein
AHKFPPHE_02096	CDS	237				hypothetical protein
AHKFPPHE_02097	CDS	948				hypothetical protein
AHKFPPHE_02098	CDS	873				hypothetical protein
AHKFPPHE_02099	CDS	786	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AHKFPPHE_02100	CDS	1149	noc			Nucleoid occlusion protein
AHKFPPHE_02101	CDS	288				hypothetical protein
AHKFPPHE_02102	CDS	150				hypothetical protein
AHKFPPHE_02103	CDS	243			COG0330	putative protein
AHKFPPHE_02104	CDS	681	qmcA		COG0330	Protein QmcA
AHKFPPHE_02105	CDS	444				hypothetical protein
AHKFPPHE_02106	CDS	519	parB_2		COG1475	putative chromosome-partitioning protein ParB
AHKFPPHE_02107	CDS	258				hypothetical protein
AHKFPPHE_02108	CDS	900				hypothetical protein
AHKFPPHE_02109	CDS	1335				hypothetical protein
AHKFPPHE_02110	CDS	342				hypothetical protein
AHKFPPHE_02111	CDS	309				hypothetical protein
AHKFPPHE_02112	CDS	261				hypothetical protein
AHKFPPHE_02113	CDS	153				hypothetical protein
AHKFPPHE_02114	CDS	261	mazE		COG2336	Antitoxin MazE
AHKFPPHE_02115	CDS	363				hypothetical protein
AHKFPPHE_02116	CDS	246				hypothetical protein
AHKFPPHE_02117	CDS	204				hypothetical protein
AHKFPPHE_02118	CDS	186				hypothetical protein
AHKFPPHE_02119	CDS	249				hypothetical protein
AHKFPPHE_02120	CDS	306				hypothetical protein
AHKFPPHE_02121	CDS	2217	topB_1	5.99.1.2	COG0550	DNA topoisomerase 3
AHKFPPHE_02122	CDS	579				hypothetical protein
AHKFPPHE_02123	CDS	300				hypothetical protein
AHKFPPHE_02124	CDS	633				hypothetical protein
AHKFPPHE_02125	CDS	3024				hypothetical protein
AHKFPPHE_02126	CDS	1866				hypothetical protein
AHKFPPHE_02127	CDS	552				hypothetical protein
AHKFPPHE_02128	CDS	630				hypothetical protein
AHKFPPHE_02129	CDS	141				hypothetical protein
AHKFPPHE_02130	CDS	282				hypothetical protein
AHKFPPHE_02131	CDS	624				hypothetical protein
AHKFPPHE_02132	CDS	948				hypothetical protein
AHKFPPHE_02133	CDS	1326				hypothetical protein
AHKFPPHE_02134	CDS	546				hypothetical protein
AHKFPPHE_02135	CDS	393				hypothetical protein
AHKFPPHE_02136	CDS	5490				hypothetical protein
AHKFPPHE_02137	CDS	831				hypothetical protein
AHKFPPHE_02138	CDS	711	dsbC_2		COG1651	Thiol:disulfide interchange protein DsbC
AHKFPPHE_02139	CDS	2451	traC_2			Protein TraC
AHKFPPHE_02140	CDS	318				hypothetical protein
AHKFPPHE_02141	CDS	516				hypothetical protein
AHKFPPHE_02142	CDS	1260				hypothetical protein
AHKFPPHE_02143	CDS	684	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
AHKFPPHE_02144	CDS	1008				hypothetical protein
AHKFPPHE_02145	CDS	2865				hypothetical protein
AHKFPPHE_02146	CDS	858				hypothetical protein
AHKFPPHE_02147	CDS	894				hypothetical protein
AHKFPPHE_02148	CDS	726				hypothetical protein
AHKFPPHE_02149	CDS	414				hypothetical protein
AHKFPPHE_02150	CDS	90				hypothetical protein
AHKFPPHE_02151	CDS	186				hypothetical protein
AHKFPPHE_02152	CDS	969	cobS_1	6.6.1.2		Aerobic cobaltochelatase subunit CobS
AHKFPPHE_02153	CDS	648				hypothetical protein
AHKFPPHE_02154	CDS	417				Single-stranded DNA-binding protein
AHKFPPHE_02155	CDS	1002				hypothetical protein
AHKFPPHE_02156	CDS	1011				hypothetical protein
AHKFPPHE_02157	CDS	1128				hypothetical protein
AHKFPPHE_02158	CDS	1197	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
AHKFPPHE_02159	CDS	2646	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
AHKFPPHE_02160	CDS	771	map	3.4.11.18	COG0024	Methionine aminopeptidase
AHKFPPHE_02161	CDS	735	rpsB		COG0052	30S ribosomal protein S2
AHKFPPHE_02162	CDS	870	tsf		COG0264	Elongation factor Ts
AHKFPPHE_02163	CDS	729	pyrH	2.7.4.22	COG0528	Uridylate kinase
AHKFPPHE_02164	CDS	558	frr		COG0233	Ribosome-recycling factor
AHKFPPHE_02165	CDS	771	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
AHKFPPHE_02166	CDS	906	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
AHKFPPHE_02167	CDS	1185	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
AHKFPPHE_02168	CDS	1350	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
AHKFPPHE_02169	CDS	2319	bamA		COG4775	Outer membrane protein assembly factor BamA
AHKFPPHE_02170	CDS	498				hypothetical protein
AHKFPPHE_02171	CDS	1026	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
AHKFPPHE_02172	CDS	441	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
AHKFPPHE_02173	CDS	792	lpxA	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
AHKFPPHE_02174	CDS	1179	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
AHKFPPHE_02175	CDS	603	rnhB	3.1.26.4	COG0164	Ribonuclease HII
AHKFPPHE_02176	CDS	879				hypothetical protein
AHKFPPHE_02177	tRNA	77				tRNA-Met(cat)
AHKFPPHE_02178	CDS	1122				hypothetical protein
AHKFPPHE_02179	CDS	2631	smc_4			Chromosome partition protein Smc
AHKFPPHE_02180	CDS	879				hypothetical protein
AHKFPPHE_02181	CDS	381	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
AHKFPPHE_02182	CDS	618				hypothetical protein
AHKFPPHE_02183	CDS	1008				hypothetical protein
AHKFPPHE_02184	CDS	1749	tamA		COG0729	Translocation and assembly module subunit TamA
AHKFPPHE_02185	CDS	3705				hypothetical protein
AHKFPPHE_02186	CDS	693				hypothetical protein
AHKFPPHE_02187	CDS	735				hypothetical protein
AHKFPPHE_02188	CDS	1002				hypothetical protein
AHKFPPHE_02189	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
AHKFPPHE_02190	CDS	492	sulA		COG5404	Cell division inhibitor SulA
AHKFPPHE_02191	CDS	273				hypothetical protein
AHKFPPHE_02192	CDS	501				hypothetical protein
AHKFPPHE_02193	CDS	1359				putative protein
AHKFPPHE_02194	CDS	1449	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
AHKFPPHE_02195	CDS	342				hypothetical protein
AHKFPPHE_02196	CDS	1257	pyrP			Uracil permease
AHKFPPHE_02197	CDS	639	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
AHKFPPHE_02198	CDS	819	ylxH		COG0455	Flagellum site-determining protein YlxH
AHKFPPHE_02199	CDS	2280	pcm_2	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
AHKFPPHE_02200	CDS	1101	yehL		COG0714	putative protein YehL
AHKFPPHE_02201	CDS	639	ccmA	3.6.3.41	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
AHKFPPHE_02202	CDS	726	ccmB		COG2386	Heme exporter protein B
AHKFPPHE_02203	CDS	744	ccmC		COG0755	Heme exporter protein C
AHKFPPHE_02204	CDS	237				hypothetical protein
AHKFPPHE_02205	CDS	477	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
AHKFPPHE_02206	CDS	2001	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
AHKFPPHE_02207	CDS	537	dsbE		COG0526	Thiol:disulfide interchange protein DsbE
AHKFPPHE_02208	CDS	480	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
AHKFPPHE_02209	CDS	1275				hypothetical protein
AHKFPPHE_02210	CDS	1731				hypothetical protein
AHKFPPHE_02211	CDS	1863				hypothetical protein
AHKFPPHE_02212	CDS	1026				hypothetical protein
AHKFPPHE_02213	CDS	468				hypothetical protein
AHKFPPHE_02214	CDS	936			COG1721	putative protein
AHKFPPHE_02215	CDS	963				hypothetical protein
AHKFPPHE_02216	CDS	4875	gdhB	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
AHKFPPHE_02217	CDS	1059	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
AHKFPPHE_02218	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
AHKFPPHE_02219	CDS	621	ribC	2.5.1.9	COG0307	Riboflavin synthase
AHKFPPHE_02220	CDS	678				hypothetical protein
AHKFPPHE_02221	CDS	501				hypothetical protein
AHKFPPHE_02222	CDS	1212				hypothetical protein
AHKFPPHE_02223	CDS	777		2.4.2.44	COG0005	S-methyl-5'-thioinosine phosphorylase
AHKFPPHE_02224	CDS	630				hypothetical protein
AHKFPPHE_02225	CDS	3543	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
AHKFPPHE_02226	CDS	1470	gap2	1.2.1.-		Glyceraldehyde-3-phosphate dehydrogenase-like protein
AHKFPPHE_02227	CDS	1347	nqrA	1.6.5.8	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
AHKFPPHE_02228	CDS	1209	nqrB	1.6.5.8	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
AHKFPPHE_02229	CDS	804	nqrC	1.6.5.8	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
AHKFPPHE_02230	CDS	666	nqrD	1.6.5.8	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
AHKFPPHE_02231	CDS	609	nqrE	1.6.5.8	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
AHKFPPHE_02232	CDS	1227	nqrF	1.6.5.8	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
AHKFPPHE_02233	CDS	1050	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
AHKFPPHE_02234	CDS	243				hypothetical protein
AHKFPPHE_02235	CDS	1392	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
AHKFPPHE_02236	CDS	774	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
AHKFPPHE_02237	CDS	1128	aroF_3	2.5.1.54	COG2876	Phospho-2-dehydro-3-deoxyheptonate aldolase
AHKFPPHE_02238	CDS	969	talB	2.2.1.2	COG0176	Transaldolase B
AHKFPPHE_02239	CDS	1053	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
AHKFPPHE_02240	CDS	1074	xerC_3			Tyrosine recombinase XerC
AHKFPPHE_02241	CDS	204				hypothetical protein
AHKFPPHE_02242	CDS	930				hypothetical protein
AHKFPPHE_02243	CDS	213				hypothetical protein
AHKFPPHE_02244	CDS	321				hypothetical protein
AHKFPPHE_02245	CDS	279				hypothetical protein
AHKFPPHE_02246	CDS	366				hypothetical protein
AHKFPPHE_02247	CDS	855				hypothetical protein
AHKFPPHE_02248	CDS	375				hypothetical protein
AHKFPPHE_02249	CDS	390				hypothetical protein
AHKFPPHE_02250	CDS	195				hypothetical protein
AHKFPPHE_02251	CDS	285				hypothetical protein
AHKFPPHE_02252	CDS	216				hypothetical protein
AHKFPPHE_02253	CDS	264				hypothetical protein
AHKFPPHE_02254	CDS	279				hypothetical protein
AHKFPPHE_02255	CDS	429				hypothetical protein
AHKFPPHE_02256	CDS	432				hypothetical protein
AHKFPPHE_02257	CDS	237				hypothetical protein
AHKFPPHE_02258	CDS	228				hypothetical protein
AHKFPPHE_02259	CDS	756				IS21 family transposase ISSpu5
AHKFPPHE_02260	CDS	135				hypothetical protein
AHKFPPHE_02261	CDS	945			COG3039	IS5 family transposase ISPa52
AHKFPPHE_02262	CDS	2313	silP	3.6.3.53		Silver exporting P-type ATPase
AHKFPPHE_02263	CDS	228				hypothetical protein
AHKFPPHE_02264	CDS	1353	ybaT		COG0531	Inner membrane transport protein YbaT
AHKFPPHE_02265	CDS	354				hypothetical protein
AHKFPPHE_02266	CDS	750	copB			Copper resistance protein B
AHKFPPHE_02267	CDS	1758	copA_2			Copper resistance protein A
AHKFPPHE_02268	CDS	534				hypothetical protein
AHKFPPHE_02269	CDS	666	phoP_2			Transcriptional regulatory protein PhoP
AHKFPPHE_02270	CDS	1335	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
AHKFPPHE_02271	CDS	945				hypothetical protein
AHKFPPHE_02272	CDS	510	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
AHKFPPHE_02273	CDS	1023	alc	3.5.3.4		allantoicase
AHKFPPHE_02274	CDS	957				hypothetical protein
AHKFPPHE_02275	CDS	672	rutR		COG1309	HTH-type transcriptional regulator RutR
AHKFPPHE_02276	CDS	777				hypothetical protein
AHKFPPHE_02277	CDS	921				hypothetical protein
AHKFPPHE_02278	CDS	1107				hypothetical protein
AHKFPPHE_02279	CDS	1539	mglA	3.6.3.17	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
AHKFPPHE_02280	CDS	1476				hypothetical protein
AHKFPPHE_02281	CDS	2355	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
AHKFPPHE_02282	CDS	864				hypothetical protein
AHKFPPHE_02283	CDS	501	uao			Uric acid degradation bifunctional protein
AHKFPPHE_02284	CDS	336	hiuH	3.5.2.17		5-hydroxyisourate hydrolase
AHKFPPHE_02285	CDS	1380	guaD	3.5.4.3	COG0402	Guanine deaminase
AHKFPPHE_02286	CDS	1203				hypothetical protein
AHKFPPHE_02287	CDS	1041				hypothetical protein
AHKFPPHE_02288	CDS	783	tauB	3.6.3.36	COG4525	Taurine import ATP-binding protein TauB
AHKFPPHE_02289	CDS	783	ribX			Riboflavin transport system permease protein RibX
AHKFPPHE_02290	CDS	1068				Purine-binding protein
AHKFPPHE_02291	CDS	174				hypothetical protein
AHKFPPHE_02292	CDS	804				hypothetical protein
AHKFPPHE_02293	CDS	1008	wbgU_1	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
AHKFPPHE_02294	CDS	738				hypothetical protein
AHKFPPHE_02295	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
AHKFPPHE_02296	CDS	1095				hypothetical protein
